0,0
13.28759704,0.001444304
171.0055967,1.757718
329.3735331,2.861888428
565.7927493,4.331718719
895.506035,5.912774304
1226.134344,6.575756819
1389.131612,6.237949088
1499.102919,4.655510392
1771.990195,2.816834918
2102.216786,3.882873903
2294.638021,4.379851959
2434.1172,3.269510928
2589.131612,2.237949088
2767.936931,0.730433706
2857.266655,-0.124210146
3100.663097,-0.711434235
3230.835891,-1.605343925
3433.288834,-2.052538059
3765.490536,-2.968193386
4097.435585,-3.626340413
4428.499087,-3.400002408
4759.741131,-3.352800612
5090.704204,-3.02569849
5421.589166,-2.620224276
5737.967293,-2.768350132
6057.641735,-6.223778248
6389.397084,-6.691593053
6719.288911,-5.289673676
7050.776448,-5.488784168
7385.064849,-8.498093938
7643.966142,-11.41295672
7902.703772,-14.16361131
8233.52178,-13.69096102
8563.614466,-12.49056988
8894.923462,-12.51054416
9225.049624,-11.34374106
9553.25647,-8.25122371
9883.550014,-7.252360803
10214.39034,-6.802102537
10546.7929,-7.9192861
10876.78516,-6.618130841
11206.25295,-4.790762968
11537.67353,-4.922697381
11840.77428,-6.857975147
12144.04737,-8.966169115
12428.17828,-6.977170427
12711.94932,-4.627100318
13043.33643,-4.725446692
13376.07376,-6.178510647
13707.90722,-6.724697543
13964.90407,-7.728774097
14223.32554,-10.16220832
14524.02342,-9.686611271
14716.29975,-6.189595072
14833.80954,-3.220754611
14966.40083,-0.274908753
15204.78813,2.283815426
15521.62432,1.676093233
15667.59343,0.181260155
15774.11085,-0.024553168
15988.87886,-2.175121863
