0,-0.43327
26.49710409,-0.758780708
79.20792079,-1.406330257
158.3449937,-2.486051825
237.3403709,-3.348978905
316.3357481,-4.211905985
414.0296078,-5.504983056
578.8100781,-6.328390868
742.5891064,-5.619592522
906.1826825,-4.627052294
1069.714441,-3.53993144
1233.753103,-3.228371727
1397.593948,-2.614154008
1561.879879,-2.680916803
1726.314172,-2.974673104
1890.093201,-2.265874757
2054.490403,-2.502882682
2218.590882,-2.285903596
2382.097914,-1.16095049
2546.186029,-0.925055279
2710.533777,-1.086398702
2874.213898,-0.226271352
3038.079471,0.350114116
3203.144301,-0.90836458
3367.182962,-0.596804868
3530.776538,0.39573536
3694.617384,1.009953079
3858.532411,1.510674046
4023.226337,0.819679112
4187.66063,0.525922811
4351.699291,0.837482524
4515.404138,1.659777623
4679.405709,2.028085712
4843.024013,2.982793688
5005.690328,5.394043322
5169.209723,6.500080302
5333.854195,5.88474987
5498.375032,5.458580691
5661.844973,6.640282173
5825.129462,8.105725536
5988.562313,9.344175394
6152.440249,9.901644737
6316.12037,10.76177209
6480.431028,10.65717704
6645.866763,8.831214581
6811.079955,7.345742379
6975.872789,6.503418442
7140.368899,6.115081514
7304.877372,5.707828461
7469.657843,4.884420649
7633.943774,4.817657854
7798.093707,4.958972438
7962.527999,4.665216137
8127.09829,4.163382457
8291.371858,4.115535787
8455.299248,4.597340628
8618.769189,5.77904211
8781.991861,7.3390661
8945.993432,7.707374189
9110.390634,7.470366264
9274.614748,7.498184096
9437.961055,8.869046832
9601.109545,10.54256757
9764.752576,11.4594433
9928.902508,11.60075788
10093.11426,11.64749184
10257.14056,11.97796768
10421.1174,12.38410802
10585.13133,12.73349998
10749.30599,12.83698232
10913.48065,12.94046465
11077.42041,13.40335336
11241.63216,13.45008732
11406.05409,13.17524715
11570.46365,12.9193231
11735.15758,12.22832816
11899.56714,11.97240411
12063.33381,12.70011858
12226.84084,13.82507169
12390.65696,14.47712166
12554.3989,15.24266838
12717.86884,16.42436986
12881.51187,17.34124559
13045.68653,17.44472792
13209.77464,17.68062313
13373.3064,18.76774399
13536.4178,20.49801311
13699.51684,22.24719835
13837.14711,21.08181667
13975.45737,18.87604808
14140.6211,17.46624038
14305.43866,16.58608419
14470.05841,16.00858601
14634.05998,16.3768941
14797.57938,17.48293108
14962.17439,16.94326515
15125.82979,17.84122475
15288.80519,19.77957125
15452.02786,21.33959524
15540.90579,22.19592979
15616.57637,20.87108997
15781.77425,19.40903773
15959.77482,19.29977989
