Time,Inertial_X_Position,Inertial_Y_Position,Inertial_Z_Position,Body_U_Vel,Body_V_Vel,Body_W_Vel,Body_P_Vel,Body_Q_Vel,Body_R_Vel,Roll_Angle,Pitch_Angle,Yaw_Angle,Phase,Inertial_Vx,Inertial_Vy,Inertial_Vz,Eul_Phi_Dot,Eul_Theta_Dot,Eul_Psi_Dot,delta_R,delta_L,delta_s,delta_a,GAMMA_deg,Wind_X,Wind_Y,Wind_Z
1,5.96404288059314,0,-997.936669467947,6.56366735683059,0,-0.241774636612431,0,0.433184953389947,0,0,-26.0219240433077,0,1,6.00435388054681,0,2.6623145237171,0,0.433184953389947,0,0,0,0,0,7,0,0,0
1.05,6.26574768524851,0,-997.804942403943,6.59659350680122,0,-0.176946296837417,0,0.435606612105107,0,0,-24.7743973147112,0,1,6.06362354813871,0,2.60361774314014,0,0.435606612105107,0,0,0,0,0,7,0,0,0
1.1,6.57035913554721,0,-997.676590125385,6.6205035579159,0,-0.126369163754464,0,0.4266167862581,0,0,-23.5369737593643,0,1,6.1201590046788,0,2.52798146420699,0,0.4266167862581,0,0,0,0,0,7,0,0,0
1.15,6.8776757865577,0,-997.552359106496,6.63550018258921,0,-0.0892277148934788,0,0.409088057568058,0,0,-22.3381981260267,0,1,6.17146229823614,0,2.43944201810506,0,0.409088057568058,0,0,0,0,0,7,0,0,0
1.2,7.18738570270144,0,-997.432793682777,6.64190270683033,0,-0.0640551490137606,0,0.385676438824309,0,0,-21.1986604420525,0,1,6.21562265183575,0,2.34200975213633,0,0.385676438824309,0,0,0,0,0,7,0,0,0
1.25,7.49909685742225,0,-997.318242845835,6.64018845972217,0,-0.0489614253962351,0,0.358695844062727,0,0,-20.1318077061799,0,1,6.25134661471971,0,2.23945651988083,0,0.358695844062727,0,0,0,0,0,7,0,0,0
1.3,7.81236744463965,0,-997.208876439191,6.63095024001253,0,-0.0418516022139699,0,0.330041937480668,0,0,-19.1450447157285,0,1,6.27792713696063,0,2.1351542110919,0,0.330041937480668,0,0,0,0,0,7,0,0,0
1.35,8.12673349265094,0,-997.104707975264,6.61486382556997,0,-0.0406165586047312,0,0.301163346510536,0,0,-18.2409840871929,0,1,6.29516985485873,0,2.03197185860067,0,0.301163346510536,0,0,0,0,0,7,0,0,0
1.4,8.44173212627346,0,-997.00562114461,6.592660856457,0,-0.0432846390614783,0,0.273073347607881,0,0,-17.4187187231734,0,1,6.30329580460963,0,1.93222998833721,0,0.273073347607881,0,0,0,0,0,7,0,0,0
1.45,8.75691973177259,0,-996.911397334554,6.5651045443594,0,-0.0481292958195166,0,0.246392244586063,0,0,-16.6750143406261,0,1,6.30283726208019,0,1.83770415334409,0,0.246392244586063,0,0,0,0,0,7,0,0,0
1.5,9.0718850098368,0,-996.821741985824,6.53296755541266,0,-0.0537334105671163,0,0.22140970626832,0,0,-16.0053494803865,0,1,6.29453907509769,0,1.74966573709208,0,0.22140970626832,0,0,0,0,0,7,0,0,0
1.55,9.38625740166883,0,-996.736308250091,6.49701258703683,0,-0.0590151150818206,0,0.198156925912316,0,0,-15.404760620424,0,1,6.27927315262044,0,1.66894697779865,0,0.198156925912316,0,0,0,0,0,7,0,0,0
1.6,9.69971164983531,0,-996.654717047241,6.45797653882781,0,-0.0632224539548791,0,0.176480085220407,0,0,-14.8684769161991,0,1,6.2579696610122,0,1.59601810033138,0,0.176480085220407,0,0,0,0,0,7,0,0,0
1.65,10.0119693514313,0,-996.57657317572,6.41655895946096,0,-0.0659052714585288,0,0.156108734697646,0,0,-14.392350508654,0,1,6.23156540146675,0,1.53106663221669,0,0.156108734697646,0,0,0,0,0,7,0,0,0
1.7,10.3227983311092,0,-996.501477558603,6.37341493223108,0,-0.0668725567239924,0,0.136714916447387,0,0,-13.9731034505562,0,1,6.20096786783794,0,1.47407168729011,0,0.136714916447387,0,0,0,0,0,7,0,0,0
1.75,10.632010557238,0,-996.429036001025,6.3291520087266,0,-0.0661425152383425,0,0.117960859433703,0,0,-13.6084213152343,0,1,6.16703244988926,0,1.42486867601996,0,0.117960859433703,0,0,0,0,0,7,0,0,0
1.8,10.9394591868627,0,-996.358865002015,6.28433038673201,0,-0.0638912123428542,0,0.0995347020652882,0,0,-13.2969273406528,0,1,6.13054990574137,0,1.38320220858424,0,0.0995347020652882,0,0,0,0,0,7,0,0,0
1.85,11.245035182599,0,-996.290595228611,6.2394653245673,0,-0.060404060355914,0,0.081174880159886,0,0,-13.0380707236508,0,1,6.09224133369347,0,1.34876674003402,0,0.081174880159886,0,0,0,0,0,7,0,0,0
1.9,11.5486638142811,0,-996.223873249575,6.19503077957942,0,-0.0560329172132937,0,0.0626845740634935,0,0,-12.8319596734588,0,1,6.05275822759127,0,1.32123574205138,0,0.0626845740634935,0,0,0,0,0,7,0,0,0
1.95,11.8503012486432,0,-996.158362066408,6.15146339874838,0,-0.0511602683488664,0,0.0439379976807033,0,0,-12.6791652058023,0,1,6.01268565826982,0,1.30028092888995,0,0.0439379976807033,0,0,0,0,0,7,0,0,0
2,12.1499313442843,0,-996.093740892882,6.109166206944,0,-0.0461709395117998,0,0.0248804164236753,0,0,-12.580516344813,0,1,5.97254709423973,0,1.28558341106697,0,0.0248804164236753,0,0,0,0,0,7,0,0,0
