86,186.87
86.5,186.87
87,186.87
87.5,186.87
88,186.87
88.5,186.87
89,186.87
89.5,186.87
90,186.87
90.5,186.87
91,186.87
91.5,186.89
92,186.96
92.5,187.08
93,187.25
93.5,187.47
94,187.74
94.5,188.05
95,188.42
95.5,188.84
96,189.31
96.5,189.83
97,190.4
97.5,191.04
98,191.72
98.5,192.47
99,193.28
99.5,194.15
100,195.08
101,197.16
102,199.53
103,202.23
104,205.31
105,208.84
106,212.89
107,217.63
108,223.29
109,230.33
110,240
111,252
112,264
113,276
114,288
115,300
116,312
117,324
118,336
119,348
120,360
121,371.89
122,383.55
123,394.99
124,406.22
125,417.23
126,428.04
127,438.64
128,449.04
129,459.25
130,469.27
131,479.09
132,488.74
133,498.2
134,507.48
135,516.59
136,525.53
137,534.29
138,542.9
139,551.34
140,559.63
141,567.76
142,575.73
143,583.56
144,591.24
145,598.78
146,606.17
147,613.43
148,620.55
149,627.54
150,634.39
151,641.12
152,647.72
153,654.2
154,660.56
155,666.8
156,672.92
157,678.93
158,684.83
159,690.61
160,696.29
161,701.86
162,707.33
163,712.7
164,717.96
165,723.13
166,728.2
167,733.18
168,738.07
169,742.86
170,747.57
171,752.18
172,756.71
173,761.16
174,765.53
175,769.81
176,774.01
177,778.14
178,782.19
179,786.17
180,790.07
181,793.89
182,797.65
183,801.34
184,804.96
185,808.51
186,812
187,815.42
188,818.78
189,822.08
190,825.31
191,828.49
192,831.61
193,834.67
194,837.67
195,840.62
196,843.51
197,846.35
198,849.14
199,851.87
200,854.56
201,857.2
202,859.78
203,862.32
204,864.82
205,867.26
206,869.67
207,872.02
208,874.34
209,876.61
210,878.84
211,881.03
212,883.18
213,885.29
214,887.36
215,889.39
216,891.39
217,893.25
218,895.27
219,897.16
220,899.01
221,900.83
222,902.62
223,904.37
224,906.09
225,907.78
226,909.44
227,911.07
228,912.67
229,914.24
230,915.78
231,917.29
232,918.78
233,920.24
234,921.67
235,923.07
236,924.45
237,925.81
238,927.14
239,928.44
240,929.73
241,930.98
242,932.22
243,933.43
244,934.62
245,935.79
246,936.94
247,938.07
248,939.18
249,940.26
250,941.33
251,942.38
252,943.41
253,944.42
254,945.41
255,946.38
256,947.34
257,948.28
258,949.2
259,950.1
260,950.99
261,951.86
262,952.72
263,953.56
264,954.39
265,955.2
266,955.99
267,956.78
268,957.54
269,958.3
270,959.04
271,959.77
272,960.48
273,961.18
274,961.87
275,962.54
276,963.21
277,963.86
278,964.5
279,965.13
280,965.75
281,966.35
282,966.95
283,967.53
284,968.11
285,968.67
286,969.22
287,969.77
288,970.3
289,970.83
290,971.35
291,971.85
292,972.34
293,972.83
294,973.31
295,973.78
296,974.24
297,974.7
298,975.14
299,975.58
300,976.01
302,976.84
304,977.65
306,978.43
308,979.18
310,979.9
312,980.6
314,981.28
316,981.93
318,982.55
320,983.16
322,983.74
324,984.31
326,984.85
328,985.37
330,985.88
332,986.37
334,986.84
336,987.29
338,987.73
340,988.15
342,988.56
344,988.96
346,989.34
348,989.7
350,990.06
352,990.4
354,990.73
356,991.05
358,991.35
360,991.65
362,991.94
364,992.21
366,992.48
368,992.74
370,992.98
372,993.22
374,993.46
376,993.68
378,993.89
380,994.1
382,994.3
384,994.5
386,994.68
388,994.86
390,995.04
392,995.21
394,995.37
396,995.53
398,995.68
400,995.83
402,995.97
404,996.1
406,996.23
408,996.36
410,996.49
412,996.6
414,996.72
416,996.83
418,996.94
420,997.04
422,997.14
424,997.24
426,997.33
428,997.42
430,997.5
432,997.59
434,997.67
436,997.75
438,997.82
440,997.9
442,997.97
444,998.03
446,998.1
448,998.16
450,998.22
452,998.28
454,998.34
456,998.4
458,998.45
460,998.5
462,998.55
464,998.6
466,998.65
468,998.69
470,998.73
472,998.78
474,998.82
476,998.86
478,998.89
480,998.73
482,998.97
484,999
486,999.03
488,999.07
490,999.1
492,999.13
494,999.15
496,999.18
498,999.21
500,999.24
505,999.3
510,999.35
515,999.4
520,999.45
525,999.5
530,999.54
535,999.57
540,999.61
545,999.64
550,999.67
555,999.69
560,999.72
565,999.74
570,999.76
575,999.78
580,999.8
585,999.81
590,999.83
595,999.84
600,999.85
605,999.86
610,999.88
615,999.88
620,999.89
625,999.9
630,999.91
635,999.92
640,999.92
645,999.93
650,999.93
655,999.94
660,999.94
665,999.95
670,999.95
675,999.96
680,999.96
685,999.96
690,999.97
695,999.97
700,999.97
705,999.97
710,999.97
715,999.98
720,999.98
725,999.98
730,999.98
735,999.98
740,999.98
745,999.99
750,999.99
755,999.99
760,999.99
765,999.99
770,999.99
775,999.99
780,999.99
785,999.99
790,999.99
795,999.99
800,999.99
805,999.99
810,999.99
815,1000
820,1000
825,1000
830,1000
835,1000
840,1000
845,1000
850,1000
855,1000
860,1000
865,1000
870,1000
875,1000
880,1000
885,1000
890,1000
895,1000
900,1000
905,1000
910,1000
915,1000
920,1000
925,1000
930,1000
935,1000
940,1000
945,1000
950,1000
955,1000
960,1000
965,1000
970,1000
975,1000
980,1000
985,1000
990,1000
995,1000
1000,1000
